from,to,time
event48,event34,34
event49,event34,8
event0,event35,55
event1,event35,60
event2,event35,51
event3,event35,52
event4,event35,22
event5,event35,25
event6,event35,26
event7,event35,29
event8,event35,32
event9,event35,33
event10,event35,19
event11,event35,15
event12,event35,21
event13,event35,12
event14,event35,65
event15,event35,65
event16,event35,60
event17,event35,58
event18,event35,57
event19,event35,55
event20,event35,69
event21,event35,62
event22,event35,67
event23,event35,57
event24,event35,60
event25,event35,65
event26,event35,57
event27,event35,56
event28,event35,23
event29,event35,43
event30,event35,25
event31,event35,7
event32,event35,26
event33,event35,43
event34,event35,35
event35,event35,0
event36,event35,20
event37,event35,15
event38,event35,38
event39,event35,51
event40,event35,11
event41,event35,38
event42,event35,9
event43,event35,27
event44,event35,33
event45,event35,18
event46,event35,33
event47,event35,42
event48,event35,28
event49,event35,27
event0,event36,60
event1,event36,65
event2,event36,55
event3,event36,55
event4,event36,15
event5,event36,20
event6,event36,20
event7,event36,25
event8,event36,25
event9,event36,22
event10,event36,33
event11,event36,32
event12,event36,31
event13,event36,28
event14,event36,85
event15,event36,86
event16,event36,81
event17,event36,79
event18,event36,77
event19,event36,76
event20,event36,85
event21,event36,78
event22,event36,82
event23,event36,73
event24,event36,75
event25,event36,79
event26,event36,62
event27,event36,60
event28,event36,35
event29,event36,63
event30,event36,45
event31,event36,18
event32,event36,31
event33,event36,60
event34,event36,44
event35,event36,20
event36,event36,0
event37,event36,36
event38,event36,58
event39,event36,69
event40,event36,10
event41,event36,36
event42,event36,29
event43,event36,47
event44,event36,53
event45,event36,4
event46,event36,40
event47,event36,58
event48,event36,49
event49,event36,35
event0,event37,55
event1,event37,60
event2,event37,52
event3,event37,54
event4,event37,35
event5,event37,36
event6,event37,38
event7,event37,39
event8,event37,42
event9,event37,46
event10,event37,20
event11,event37,15
event12,event37,25
event13,event37,16
event14,event37,50
event15,event37,50
event16,event37,45
event17,event37,43
event18,event37,42
event19,event37,40
event20,event37,58
event21,event37,52
event22,event37,57
event23,event37,46
event24,event37,50
event25,event37,55
event26,event37,57
event27,event37,56
event28,event37,25
event29,event37,27
event30,event37,14
event31,event37,20
event32,event37,32
event33,event37,31
event34,event37,33
event35,event37,15
event36,event37,36
event37,event37,0
event38,event37,22
event39,event37,39
event40,event37,26
event41,event37,45
event42,event37,8
event43,event37,12
event44,event37,19
event45,event37,33
event46,event37,35
event47,event37,33
event48,event37,13
event49,event37,29
event0,event38,58
event1,event38,61
event2,event38,56
event3,event38,59
event4,event38,54
event5,event38,54
event6,event38,56
event7,event38,56
event8,event38,59
event9,event38,64
event10,event38,38
event11,event38,34
event12,event38,45
event13,event38,37
event14,event38,33
event15,event38,31
event16,event38,26
event17,event38,25
event18,event38,25
event19,event38,22
event20,event38,43
event21,event38,38
event22,event38,43
event23,event38,33
event24,event38,39
event25,event38,43
event26,event38,59
event27,event38,59
event28,event38,43
event29,event38,10
event30,event38,23
event31,event38,40
event32,event38,44
event33,event38,20
event34,event38,38
event35,event38,38
event36,event38,58
event37,event38,22
event38,event38,0
event39,event38,23
event40,event38,49
event41,event38,57
event42,event38,29
event43,event38,14
event44,event38,19
event45,event38,55
event46,event38,43
event47,event38,37
event48,event38,9
event49,event38,39
event0,event39,45
event1,event39,47
event2,event39,46
event3,event39,49
event4,event39,60
event5,event39,58
event6,event39,60
event7,event39,58
event8,event39,61
event9,event39,67
event10,event39,58
event11,event39,54
event12,event39,65
event13,event39,55
event14,event39,47
event15,event39,43
event16,event39,40
event17,event39,39
event18,event39,42
event19,event39,37
event20,event39,20
event21,event39,15
event22,event39,20
event23,event39,11
event24,event39,17
event25,event39,21
event26,event39,46
event27,event39,47
event28,event39,63
event29,event39,31
event30,event39,45
event31,event39,51
event32,event39,45
event33,event39,9
event34,event39,33
event35,event39,51
event36,event39,69
event37,event39,39
event38,event39,23
event39,event39,0
event40,event39,62
event41,event39,55
event42,event39,42
event43,event39,36
event44,event39,42
event45,event39,65
event46,event39,39
event47,event39,60
event48,event39,28
event49,event39,39
event0,event40,60
event1,event40,65
event2,event40,55
event3,event40,55
event4,event40,18
event5,event40,22
event6,event40,23
event7,event40,27
event8,event40,29
event9,event40,28
event10,event40,24
event11,event40,22
event12,event40,23
event13,event40,18
event14,event40,75
event15,event40,76
event16,event40,71
event17,event40,69
event18,event40,67
event19,event40,66
event20,event40,79
event21,event40,72
event22,event40,76
event23,event40,66
event24,event40,69
event25,event40,73
event26,event40,62
event27,event40,60
event28,event40,26
event29,event40,54
event30,event40,35
event31,event40,11
event32,event40,30
event33,event40,53
event34,event40,41
event35,event40,11
event36,event40,10
event37,event40,26
event38,event40,49
event39,event40,62
event40,event40,0
event41,event40,37
event42,event40,20
event43,event40,38
event44,event40,43
event45,event40,8
event46,event40,38
event47,event40,49
event48,event40,39
event49,event40,32
event0,event41,26
event1,event41,31
event2,event41,21
event3,event41,20
event4,event41,21
event5,event41,16
event6,event41,16
event7,event41,11
event8,event41,11
event9,event41,17
event10,event41,57
event11,event41,53
event12,event41,59
event13,event41,50
event14,event41,90
event15,event41,89
event16,event41,84
event17,event41,82
event18,event41,83
event19,event41,79
event20,event41,63
event21,event41,57
event22,event41,59
event23,event41,53
event24,event41,52
event25,event41,55
event26,event41,28
event27,event41,26
event28,event41,61
event29,event41,67
event30,event41,59
event31,event41,31
event32,event41,13
event33,event41,47
event34,event41,22
event35,event41,38
event36,event41,36
event37,event41,45
event38,event41,57
event39,event41,55
event40,event41,37
event41,event41,0
event42,event41,38
event43,event41,55
event44,event41,64
event45,event41,32
event46,event41,16
event47,event41,77
event48,event41,51
event49,event41,18
event0,event42,51
event1,event42,56
event2,event42,47
event3,event42,49
event4,event42,27
event5,event42,28
event6,event42,30
event7,event42,32
event8,event42,34
event9,event42,38
event10,event42,21
event11,event42,16
event12,event42,26
event13,event42,16
event14,event42,58
event15,event42,58
event16,event42,53
event17,event42,51
event18,event42,50
event19,event42,48
event20,event42,60
event21,event42,54
event22,event42,58
event23,event42,48
event24,event42,52
event25,event42,56
event26,event42,53
event27,event42,52
event28,event42,26
event29,event42,35
event30,event42,21
event31,event42,12
event32,event42,25
event33,event42,34
event34,event42,29
event35,event42,9
event36,event42,29
event37,event42,8
event38,event42,29
event39,event42,42
event40,event42,20
event41,event42,38
event42,event42,0
event43,event42,20
event44,event42,27
event45,event42,25
event46,event42,29
event47,event42,39
event48,event42,19
event49,event42,23
event0,event43,63
event1,event43,67
event2,event43,60
event3,event43,62
event4,event43,47
event5,event43,48
event6,event43,50
event7,event43,51
event8,event43,54
event9,event43,58
event10,event43,24
event11,event43,20
event12,event43,30
event13,event43,23
event14,event43,38
event15,event43,38
event16,event43,33
event17,event43,31
event18,event43,30
event19,event43,28
event20,event43,56
event21,event43,51
event22,event43,56
event23,event43,46
event24,event43,51
event25,event43,56
event26,event43,64
event27,event43,64
event28,event43,28
event29,event43,16
event30,event43,9
event31,event43,32
event32,event43,42
event33,event43,31
event34,event43,41
event35,event43,27
event36,event43,47
event37,event43,12
event38,event43,14
event39,event43,36
event40,event43,38
event41,event43,55
event42,event43,20
event43,event43,0
event44,event43,8
event45,event43,45
event46,event43,43
event47,event43,26
event48,event43,8
event49,event43,38
event0,event44,71
event1,event44,75
event2,event44,68
event3,event44,70
event4,event44,54
event5,event44,55
event6,event44,57
event7,event44,59
event8,event44,62
event9,event44,65
event10,event44,24
event11,event44,22
event12,event44,30
event13,event44,26
event14,event44,32
event15,event44,34
event16,event44,29
event17,event44,27
event18,event44,25
event19,event44,25
event20,event44,62
event21,event44,57
event22,event44,62
event23,event44,52
event24,event44,57
event25,event44,62
event26,event44,73
event27,event44,72
event28,event44,27
event29,event44,15
event30,event44,8
event31,event44,38
event32,event44,50
event33,event44,37
event34,event44,49
event35,event44,33
event36,event44,53
event37,event44,19
event38,event44,19
event39,event44,42
event40,event44,43
event41,event44,64
event42,event44,27
event43,event44,8
event44,event44,0
event45,event44,51
event46,event44,52
event47,event44,18
event48,event44,15
event49,event44,47
event0,event45,56
event1,event45,61
event2,event45,51
event3,event45,51
event4,event45,11
event5,event45,16
event6,event45,16
event7,event45,21
event8,event45,22
event9,event45,20
event10,event45,33
event11,event45,31
event12,event45,32
event13,event45,27
event14,event45,83
event15,event45,83
event16,event45,78
event17,event45,76
event18,event45,75
event19,event45,73
event20,event45,80
event21,event45,73
event22,event45,77
event23,event45,68
event24,event45,70
event25,event45,74
event26,event45,58
event27,event45,56
event28,event45,35
event29,event45,61
event30,event45,43
event31,event45,14
event32,event45,27
event33,event45,56
event34,event45,40
event35,event45,18
event36,event45,4
event37,event45,33
event38,event45,55
event39,event45,65
event40,event45,8
event41,event45,32
event42,event45,25
event43,event45,45
event44,event45,51
event45,event45,0
event46,event45,36
event47,event45,58
event48,event45,45
event49,event45,31
event0,event46,22
event1,event46,27
event2,event46,18
event3,event46,19
event4,event46,26
event5,event46,22
event6,event46,24
event7,event46,20
event8,event46,23
event9,event46,30
event10,event46,51
event11,event46,46
event12,event46,54
event13,event46,45
event14,event46,76
event15,event46,74
event16,event46,69
event17,event46,68
event18,event46,68
event19,event46,65
event20,event46,49
event21,event46,42
event22,event46,45
event23,event46,38
event24,event46,38
event25,event46,41
event26,event46,24
event27,event46,22
event28,event46,55
event29,event46,53
event30,event46,49
event31,event46,28
event32,event46,8
event33,event46,31
event34,event46,6
event35,event46,33
event36,event46,40
event37,event46,35
event38,event46,43
event39,event46,39
event40,event46,38
event41,event46,16
event42,event46,29
event43,event46,43
event44,event46,52
event45,event46,36
event46,event46,0
event47,event46,68
event48,event46,38
event49,event46,6
event0,event47,88
event1,event47,92
event2,event47,85
event3,event47,87
event4,event47,64
event5,event47,66
event6,event47,68
event7,event47,71
event8,event47,73
event9,event47,75
event10,event47,25
event11,event47,26
event12,event47,29
event13,event47,30
event14,event47,37
event15,event47,41
event16,event47,37
event17,event47,36
event18,event47,32
event19,event47,34
event20,event47,80
event21,event47,75
event22,event47,80
event23,event47,70
event24,event47,75
event25,event47,80
event26,event47,90
event27,event47,89
event28,event47,25
event29,event47,30
event30,event47,19
event31,event47,48
event32,event47,65
event33,event47,56
event34,event47,66
event35,event47,42
event36,event47,58
event37,event47,33
event38,event47,37
event39,event47,60
event40,event47,49
event41,event47,77
event42,event47,39
event43,event47,26
event44,event47,18
event45,event47,58
event46,event47,68
event47,event47,0
event48,event47,33
event49,event47,62
event0,event48,56
event1,event48,60
event2,event48,53
event3,event48,55
event4,event48,46
event5,event48,46
event6,event48,48
event7,event48,48
event8,event48,51
event9,event48,56
event10,event48,30
event11,event48,26
event12,event48,36
event13,event48,28
event14,event48,39
event15,event48,39
event16,event48,34
event17,event48,32
event18,event48,31
event19,event48,29
event20,event48,48
event21,event48,43
event22,event48,48
event23,event48,38
event24,event48,43
event25,event48,48
event26,event48,57
event27,event48,57
event28,event48,34
event29,event48,16
event30,event48,17
event31,event48,31
event32,event48,38
event33,event48,23
event34,event48,34
event35,event48,28
event36,event48,49
event37,event48,13
event38,event48,9
event39,event48,28
event40,event48,39
event41,event48,51
event42,event48,19
event43,event48,8
event44,event48,15
event45,event48,45
event46,event48,38
event47,event48,33
event48,event48,0
event49,event48,33
event0,event49,28
event1,event49,33
event2,event49,24
event3,event49,25
event4,event49,23
event5,event49,20
event6,event49,21
event7,event49,19
event8,event49,22
event9,event49,28
event10,event49,44
event11,event49,40
event12,event49,48
event13,event49,38
event14,event49,72
event15,event49,71
event16,event49,66
event17,event49,64
event18,event49,64
event19,event49,61
event20,event49,51
event21,event49,44
event22,event49,47
event23,event49,39
event24,event49,40
event25,event49,43
event26,event49,30
event27,event49,29
event28,event49,49
event29,event49,49
event30,event49,43
event31,event49,22
event32,event49,6
event33,event49,30
event34,event49,8
event35,event49,27
event36,event49,35
event37,event49,29
event38,event49,39
event39,event49,39
event40,event49,32
event41,event49,18
event42,event49,23
event43,event49,38
event44,event49,47
event45,event49,31
event46,event49,6
event47,event49,62
event48,event49,33
event49,event49,0
home0,event0,7
home1,event0,5
home2,event0,5
home3,event0,5
home4,event0,47
home5,event0,43
home6,event0,40
home7,event0,78
home8,event0,77
home9,event0,68
home10,event0,76
home11,event0,87
home12,event0,84
home13,event0,85
home14,event0,47
home15,event0,45
home16,event0,42
home17,event0,35
home18,event0,39
home19,event0,71
home20,event0,54
home21,event0,70
home22,event0,20
home23,event0,29
home24,event0,63
home25,event0,75
home26,event0,42
home27,event0,47
home28,event0,28
home29,event0,30
home30,event0,18
home31,event0,51
home32,event0,26
home33,event0,76
home34,event0,78
home35,event0,77
home36,event0,18
home37,event0,42
home38,event0,36
home39,event0,37
home40,event0,56
home41,event0,37
home42,event0,47
home43,event0,49
home44,event0,49
home45,event0,48
home46,event0,43
home47,event0,64
home48,event0,45
home49,event0,17
home0,event1,5
home1,event1,10
home2,event1,2
home3,event1,7
home4,event1,52
home5,event1,48
home6,event1,44
home7,event1,83
home8,event1,82
home9,event1,72
home10,event1,81
home11,event1,90
home12,event1,87
home13,event1,88
home14,event1,47
home15,event1,45
home16,event1,42
home17,event1,35
home18,event1,43
home19,event1,76
home20,event1,58
home21,event1,75
home22,event1,25
home23,event1,32
home24,event1,67
home25,event1,79
home26,event1,47
home27,event1,52
home28,event1,32
home29,event1,34
home30,event1,21
home31,event1,54
home32,event1,30
home33,event1,81
home34,event1,83
home35,event1,82
home36,event1,22
home37,event1,46
home38,event1,39
home39,event1,42
home40,event1,61
home41,event1,41
home42,event1,51
home43,event1,53
home44,event1,52
home45,event1,52
home46,event1,46
home47,event1,68
home48,event1,50
home49,event1,21
home0,event2,12
home1,event2,4
home2,event2,10
home3,event2,5
home4,event2,42
home5,event2,38
home6,event2,34
home7,event2,74
home8,event2,73
home9,event2,63
home10,event2,72
home11,event2,86
home12,event2,83
home13,event2,83
home14,event2,50
home15,event2,47
home16,event2,44
home17,event2,37
home18,event2,34
home19,event2,67
home20,event2,51
home21,event2,65
home22,event2,15
home23,event2,28
home24,event2,61
home25,event2,72
home26,event2,38
home27,event2,44
home28,event2,26
home29,event2,26
home30,event2,18
home31,event2,51
home32,event2,21
home33,event2,71
home34,event2,75
home35,event2,72
home36,event2,13
home37,event2,40
home38,event2,35
home39,event2,33
home40,event2,51
home41,event2,33
home42,event2,45
home43,event2,47
home44,event2,48
home45,event2,47
home46,event2,42
home47,event2,58
home48,event2,40
home49,event2,15
home0,event3,14
home1,event3,7
home2,event3,12
home3,event3,5
home4,event3,41
home5,event3,37
home6,event3,33
home7,event3,75
home8,event3,74
home9,event3,65
home10,event3,72
home11,event3,89
home12,event3,85
home13,event3,86
home14,event3,52
home15,event3,50
home16,event3,47
home17,event3,40
home18,event3,32
home19,event3,68
home20,event3,53
home21,event3,65
home22,event3,15
home23,event3,31
home24,event3,64
home25,event3,74
home26,event3,40
home27,event3,46
home28,event3,29
home29,event3,28
home30,event3,20
home31,event3,53
home32,event3,19
home33,event3,70
home34,event3,77
home35,event3,72
home36,event3,11
home37,event3,42
home38,event3,38
home39,event3,34
home40,event3,51
home41,event3,35
home42,event3,47
home43,event3,49
home44,event3,51
home45,event3,49
home46,event3,45
home47,event3,58
home48,event3,41
home49,event3,17
home0,event4,52
home1,event4,41
home2,event4,51
home3,event4,45
home4,event4,5
home5,event4,9
home6,event4,14
home7,event4,45
home8,event4,42
home9,event4,36
home10,event4,39
home11,event4,82
home12,event4,78
home13,event4,75
home14,event4,75
home15,event4,72
home16,event4,68
home17,event4,65
home18,event4,12
home19,event4,39
home20,event4,40
home21,event4,25
home22,event4,25
home23,event4,46
home24,event4,55
home25,event4,57
home26,event4,25
home27,event4,31
home28,event4,39
home29,event4,27
home30,event4,42
home31,event4,58
home32,event4,26
home33,event4,30
home34,event4,55
home35,event4,34
home36,event4,33
home37,event4,38
home38,event4,45
home39,event4,18
home40,event4,15
home41,event4,29
home42,event4,39
home43,event4,43
home44,event4,53
home45,event4,48
home46,event4,48
home47,event4,18
home48,event4,16
home49,event4,38
home0,event5,47
home1,event5,37
home2,event5,46
home3,event5,40
home4,event5,7
home5,event5,8
home6,event5,11
home7,event5,48
home8,event5,46
home9,event5,39
home10,event5,43
home11,event5,82
home12,event5,78
home13,event5,76
home14,event5,72
home15,event5,69
home16,event5,65
home17,event5,61
home18,event5,9
home19,event5,42
home20,event5,40
home21,event5,30
home22,event5,20
home23,event5,43
home24,event5,55
home25,event5,58
home26,event5,25
home27,event5,31
home28,event5,36
home29,event5,24
home30,event5,38
home31,event5,57
home32,event5,21
home33,event5,35
home34,event5,57
home35,event5,39
home36,event5,28
home37,event5,37
home38,event5,42
home39,event5,17
home40,event5,19
home41,event5,27
home42,event5,39
home43,event5,43
home44,event5,52
home45,event5,47
home46,event5,47
home47,event5,22
home48,event5,16
home49,event5,34
home0,event6,48
home1,event6,37
home2,event6,47
home3,event6,40
home4,event6,5
home5,event6,6
home6,event6,9
home7,event6,50
home8,event6,47
home9,event6,40
home10,event6,44
home11,event6,84
home12,event6,80
home13,event6,78
home14,event6,74
home15,event6,70
home16,event6,67
home17,event6,63
home18,event6,7
home19,event6,44
home20,event6,42
home21,event6,30
home22,event6,21
home23,event6,44
home24,event6,57
home25,event6,60
home26,event6,27
home27,event6,33
home28,event6,37
home29,event6,25
home30,event6,39
home31,event6,58
home32,event6,20
home33,event6,35
home34,event6,59
home35,event6,39
home36,event6,28
home37,event6,39
home38,event6,44
home39,event6,19
home40,event6,20
home41,event6,29
home42,event6,41
home43,event6,45
home44,event6,54
home45,event6,49
home46,event6,49
home47,event6,22
home48,event6,18
home49,event6,35
home0,event7,43
home1,event7,33
home2,event7,42
home3,event7,35
home4,event7,10
home5,event7,7
home6,event7,8
home7,event7,53
home8,event7,51
home9,event7,43
home10,event7,48
home11,event7,85
home12,event7,81
home13,event7,79
home14,event7,71
home15,event7,67
home16,event7,64
home17,event7,59
home18,event7,6
home19,event7,47
home20,event7,43
home21,event7,35
home22,event7,16
home23,event7,42
home24,event7,57
home25,event7,62
home26,event7,27
home27,event7,33
home28,event7,35
home29,event7,24
home30,event7,36
home31,event7,57
home32,event7,16
home33,event7,40
home34,event7,61
home35,event7,44
home36,event7,23
home37,event7,39
home38,event7,43
home39,event7,19
home40,event7,24
home41,event7,29
home42,event7,41
home43,event7,45
home44,event7,53
home45,event7,49
home46,event7,47
home47,event7,27
home48,event7,20
home49,event7,31
home0,event8,44
home1,event8,34
home2,event8,43
home3,event8,36
home4,event8,10
home5,event8,5
home6,event8,5
home7,event8,55
home8,event8,53
home9,event8,46
home10,event8,50
home11,event8,88
home12,event8,84
home13,event8,82
home14,event8,73
home15,event8,70
home16,event8,66
home17,event8,62
home18,event8,3
home19,event8,49
home20,event8,46
home21,event8,36
home22,event8,18
home23,event8,44
home24,event8,60
home25,event8,65
home26,event8,30
home27,event8,36
home28,event8,38
home29,event8,26
home30,event8,38
home31,event8,60
home32,event8,15
home33,event8,40
home34,event8,64
home35,event8,45
home36,event8,23
home37,event8,42
home38,event8,45
home39,event8,22
home40,event8,26
home41,event8,32
home42,event8,44
home43,event8,48
home44,event8,56
home45,event8,52
home46,event8,50
home47,event8,27
home48,event8,23
home49,event8,34
home0,event9,51
home1,event9,41
home2,event9,50
home3,event9,42
home4,event9,7
home5,event9,2
home6,event9,5
home7,event9,56
home8,event9,53
home9,event9,47
home10,event9,49
home11,event9,92
home12,event9,88
home13,event9,86
home14,event9,80
home15,event9,77
home16,event9,73
home17,event9,69
home18,event9,5
home19,event9,50
home20,event9,50
home21,event9,33
home22,event9,25
home23,event9,51
home24,event9,65
home25,event9,68
home26,event9,35
home27,event9,41
home28,event9,44
home29,event9,33
home30,event9,45
home31,event9,66
home32,event9,20
home33,event9,35
home34,event9,66
home35,event9,43
home36,event9,28
home37,event9,47
home38,event9,52
home39,event9,27
home40,event9,26
home41,event9,37
home42,event9,49
home43,event9,53
home44,event9,62
home45,event9,57
home46,event9,56
home47,event9,22
home48,event9,26
home49,event9,41
home0,event10,76
home1,event10,68
home2,event10,77
home3,event10,75
home4,event10,44
home5,event10,50
home6,event10,54
home7,event10,5
home8,event10,5
home9,event10,5
home10,event10,8
home11,event10,53
home12,event10,50
home13,event10,45
home14,event10,79
home15,event10,75
home16,event10,72
home17,event10,73
home18,event10,53
home19,event10,2
home20,event10,26
home21,event10,27
home22,event10,56
home23,event10,55
home24,event10,33
home25,event10,25
home26,event10,30
home27,event10,27
home28,event10,50
home29,event10,43
home30,event10,59
home31,event10,50
home32,event10,64
home33,event10,37
home34,event10,18
home35,event10,20
home36,event10,68
home37,event10,37
home38,event10,48
home39,event10,36
home40,event10,25
home41,event10,37
home42,event10,32
home43,event10,34
home44,event10,46
home45,event10,40
home46,event10,45
home47,event10,38
home48,event10,29
home49,event10,58
home0,event11,72
home1,event11,63
home2,event11,72
home3,event11,70
home4,event11,42
home5,event11,47
home6,event11,51
home7,event11,10
home8,event11,10
home9,event11,2
home10,event11,12
home11,event11,52
home12,event11,48
home13,event11,44
home14,event11,74
home15,event11,70
home16,event11,68
home17,event11,68
home18,event11,50
home19,event11,3
home20,event11,21
home21,event11,27
home22,event11,52
home23,event11,50
home24,event11,30
home25,event11,23
home26,event11,25
home27,event11,22
home28,event11,45
home29,event11,38
home30,event11,54
home31,event11,46
home32,event11,60
home33,event11,38
home34,event11,18
home35,event11,22
home36,event11,64
home37,event11,32
home38,event11,43
home39,event11,31
home40,event11,22
home41,event11,32
home42,event11,27
home43,event11,30
home44,event11,41
home45,event11,36
home46,event11,41
home47,event11,38
home48,event11,25
home49,event11,53
home0,event12,81
home1,event12,71
home2,event12,81
home3,event12,78
home4,event12,44
home5,event12,50
home6,event12,55
home7,event12,6
home8,event12,2
home9,event12,10
home10,event12,3
home11,event12,59
home12,event12,55
home13,event12,51
home14,event12,85
home15,event12,81
home16,event12,78
home17,event12,78
home18,event12,53
home19,event12,8
home20,event12,32
home21,event12,23
home22,event12,59
home23,event12,60
home24,event12,40
home25,event12,30
home26,event12,35
home27,event12,32
home28,event12,55
home29,event12,47
home30,event12,64
home31,event12,56
home32,event12,65
home33,event12,33
home34,event12,23
home35,event12,15
home36,event12,70
home37,event12,42
home38,event12,54
home39,event12,39
home40,event12,25
home41,event12,42
home42,event12,38
home43,event12,40
home44,event12,52
home45,event12,47
home46,event12,51
home47,event12,36
home48,event12,32
home49,event12,62
home0,event13,71
home1,event13,62
home2,event13,71
home3,event13,68
home4,event13,38
home5,event13,43
home6,event13,48
home7,event13,11
home8,event13,10
home9,event13,2
home10,event13,10
home11,event13,56
home12,event13,52
home13,event13,48
home14,event13,75
home15,event13,72
home16,event13,69
home17,event13,69
home18,event13,46
home19,event13,5
home20,event13,23
home21,event13,23
home22,event13,50
home23,event13,50
home24,event13,33
home25,event13,27
home26,event13,25
home27,event13,22
home28,event13,45
home29,event13,37
home30,event13,54
home31,event13,48
home32,event13,57
home33,event13,34
home34,event13,22
home35,event13,19
home36,event13,61
home37,event13,33
home38,event13,44
home39,event13,30
home40,event13,19
home41,event13,32
home42,event13,29
home43,event13,31
home44,event13,43
home45,event13,38
home46,event13,42
home47,event13,34
home48,event13,23
home49,event13,52
home0,event14,89
home1,event14,85
home2,event14,91
home3,event14,94
home4,event14,90
home5,event14,93
home6,event14,96
home7,event14,56
home8,event14,60
home9,event14,57
home10,event14,65
home11,event14,3
home12,event14,7
home13,event14,11
home14,event14,61
home15,event14,60
home16,event14,59
home17,event14,65
home18,event14,94
home19,event14,55
home20,event14,45
home21,event14,82
home22,event14,85
home23,event14,61
home24,event14,30
home25,event14,31
home26,event14,60
home27,event14,54
home28,event14,62
home29,event14,67
home30,event14,71
home31,event14,39
home32,event14,97
home33,event14,93
home34,event14,39
home35,event14,76
home36,event14,96
home37,event14,50
home38,event14,53
home39,event14,69
home40,event14,74
home41,event14,60
home42,event14,47
home43,event14,43
home44,event14,40
home45,event14,42
home46,event14,46
home47,event14,91
home48,event14,69
home49,event14,73
home0,event15,86
home1,event15,83
home2,event15,88
home3,event15,91
home4,event15,90
home5,event15,93
home6,event15,95
home7,event15,59
home8,event15,62
home9,event15,58
home10,event15,67
home11,event15,5
home12,event15,8
home13,event15,14
home14,event15,57
home15,event15,55
home16,event15,55
home17,event15,61
home18,event15,93
home19,event15,57
home20,event15,45
home21,event15,83
home22,event15,83
home23,event15,58
home24,event15,30
home25,event15,33
home26,event15,60
home27,event15,54
home28,event15,60
home29,event15,66
home30,event15,68
home31,event15,36
home32,event15,96
home33,event15,94
home34,event15,41
home35,event15,78
home36,event15,94
home37,event15,49
home38,event15,51
home39,event15,68
home40,event15,74
home41,event15,59
home42,event15,46
home43,event15,42
home44,event15,38
home45,event15,40
home46,event15,44
home47,event15,92
home48,event15,69
home49,event15,71
home0,event16,82
home1,event16,78
home2,event16,84
home3,event16,87
home4,event16,85
home5,event16,88
home6,event16,90
home7,event16,54
home8,event16,58
home9,event16,53
home10,event16,62
home11,event16,5
home12,event16,5
home13,event16,11
home14,event16,55
home15,event16,53
home16,event16,53
home17,event16,58
home18,event16,88
home19,event16,53
home20,event16,40
home21,event16,79
home22,event16,79
home23,event16,54
home24,event16,25
home25,event16,29
home26,event16,55
home27,event16,49
home28,event16,55
home29,event16,61
home30,event16,64
home31,event16,32
home32,event16,91
home33,event16,90
home34,event16,37
home35,event16,74
home36,event16,90
home37,event16,44
home38,event16,47
home39,event16,63
home40,event16,69
home41,event16,54
home42,event16,41
home43,event16,37
home44,event16,33
home45,event16,35
home46,event16,39
home47,event16,87
home48,event16,64
home49,event16,67
home0,event17,80
home1,event17,77
home2,event17,82
home3,event17,85
home4,event17,83
home5,event17,86
home6,event17,88
home7,event17,53
home8,event17,56
home9,event17,52
home10,event17,60
home11,event17,6
home12,event17,5
home13,event17,10
home14,event17,54
home15,event17,52
home16,event17,51
home17,event17,57
home18,event17,86
home19,event17,51
home20,event17,38
home21,event17,77
home22,event17,77
home23,event17,52
home24,event17,23
home25,event17,27
home26,event17,53
home27,event17,47
home28,event17,54
home29,event17,59
home30,event17,62
home31,event17,30
home32,event17,89
home33,event17,88
home34,event17,36
home35,event17,72
home36,event17,88
home37,event17,42
home38,event17,45
home39,event17,61
home40,event17,67
home41,event17,52
home42,event17,39
home43,event17,35
home44,event17,31
home45,event17,33
home46,event17,38
home47,event17,85
home48,event17,62
home49,event17,65
home0,event18,82
home1,event18,79
home2,event18,85
home3,event18,87
home4,event18,82
home5,event18,85
home6,event18,88
home7,event18,49
home8,event18,53
home9,event18,49
home10,event18,57
home11,event18,5
home12,event18,1
home13,event18,5
home14,event18,58
home15,event18,56
home16,event18,55
home17,event18,61
home18,event18,86
home19,event18,48
home20,event18,37
home21,event18,74
home22,event18,78
home23,event18,54
home24,event18,22
home25,event18,24
home26,event18,52
home27,event18,46
home28,event18,55
home29,event18,60
home30,event18,65
home31,event18,33
home32,event18,90
home33,event18,85
home34,event18,32
home35,event18,69
home36,event18,89
home37,event18,43
home38,event18,47
home39,event18,61
home40,event18,66
home41,event18,52
home42,event18,39
home43,event18,36
home44,event18,34
home45,event18,34
home46,event18,40
home47,event18,83
home48,event18,61
home49,event18,67
home0,event19,78
home1,event19,74
home2,event19,80
home3,event19,83
home4,event19,80
home5,event19,83
home6,event19,85
home7,event19,50
home8,event19,54
home9,event19,49
home10,event19,58
home11,event19,8
home12,event19,5
home13,event19,10
home14,event19,53
home15,event19,51
home16,event19,50
home17,event19,55
home18,event19,83
home19,event19,48
home20,event19,35
home21,event19,74
home22,event19,74
home23,event19,50
home24,event19,20
home25,event19,25
home26,event19,50
home27,event19,44
home28,event19,51
home29,event19,56
home30,event19,60
home31,event19,28
home32,event19,86
home33,event19,85
home34,event19,33
home35,event19,69
home36,event19,85
home37,event19,39
home38,event19,42
home39,event19,58
home40,event19,64
home41,event19,49
home42,event19,36
home43,event19,32
home44,event19,29
home45,event19,30
home46,event19,35
